area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_inr,price_per_sqft
Carpet  Area,18-Nov,Bellandur,3 Bedroom,2212.01,2.0,2.0,165.84,3,16584000.0,7497.253629052309
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1669.0,2.0,3.0,113.79,3,11379000.0,6817.855002995806
Built-up  Area,Ready To Move,Hsr Layout,4 BHK,1944.0,4.0,1.0,150.19,4,15019000.0,7725.82304526749
Super built-up  Area,19-May,Munnekollal Phase 2,3 BHK,1465.21,3.0,2.0,63.1,3,6310000.0,4306.549914346749
Carpet  Area,19-Aug,Mahadevapura Stage 2,2 BHK,1306.8,1.0,2.0,117.77,2,11777000.0,9012.090602999695
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,1486.0,3.0,2.0,67.46,3,6745999.999999999,4539.7039030955575
Super built-up  Area,19-Aug,Sarjapur Road,3 Bedroom,2195.0,3.0,3.0,130.43,3,13043000.0,5942.141230068337
Super built-up  Area,Ready To Move,Haralur Road Block,3 BHK,1746.756,3.0,0.0,199.04,3,19904000.0,11394.837057951998
Super built-up  Area,Ready To Move,Nagavara Enclave,4 BHK,2311.0,4.0,0.0,82.94,4,8294000.0,3588.922544353094
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1449.0,2.0,0.0,140.32,2,14032000.0,9683.91994478951
Super built-up  Area,Ready To Move,Doddakannelli Enclave,2 BHK,1062.06,2.0,1.0,104.23,2,10423000.0,9813.946481366402
Plot  Area,Ready To Move,Ambalipura Extension,3 Bedroom,2178.0,4.0,1.0,127.43,3,12743000.0,5850.780532598715
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1343.57,2.0,2.0,81.73,2,8173000.0,6083.047403559175
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1317.0,2.0,0.0,84.42,2,8442000.0,6410.02277904328
Super built-up  Area,Ready To Move,Thanisandra Phase 1,2 BHK,1427.0,2.0,2.0,53.2,2,5320000.0,3728.1009110021023
Carpet  Area,Ready To Move,Kumaraswamy Layout Stage 2,6 BHK,2922.96,6.0,1.0,248.92,6,24892000.0,8516.024851520377
Super built-up  Area,Ready To Move,Sathanur Extension,1 BHK,720.0,1.0,0.0,32.16,1,3215999.9999999995,4466.666666666666
Super built-up  Area,Ready To Move,Munnekollal Phase 2,2 BHK,1124.88,2.0,0.0,38.19,2,3819000.0,3395.0288030723273
Super built-up  Area,Ready To Move,Sompura Main Road,2 Bedroom,1141.86,2.0,2.0,59.4,2,5940000.0,5202.038778834533
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1134.31,3.0,1.0,68.37,2,6837000.0,6027.452812723153
Plot  Area,18-Dec,Bellandur,3 BHK,1520.35,3.0,0.0,92.58,3,9258000.0,6089.387312132075
Built-up  Area,19-May,Btm Layout,2 BHK,991.0,2.0,0.0,61.16,2,6116000.0,6171.5438950555
Plot  Area,Ready To Move,Vijayanagar,3 BHK,1934.5,4.0,1.0,111.35,3,11135000.0,5756.009304729904
Super built-up  Area,Ready To Move,Sarjapur Stage 2,2 BHK,1320.13,2.0,1.0,90.85,2,9085000.0,6881.897994894442
Super built-up  Area,Ready To Move,Whitefield,3 Bedroom,1847.5,3.0,0.0,92.03,3,9203000.0,4981.326116373478
Super built-up  Area,19-Aug,Frazer Town,2 BHK,1165.0,1.0,3.0,112.53,2,11253000.0,9659.227467811159
Carpet  Area,Ready To Move,Btm Layout,3 BHK,1838.0,3.0,0.0,127.64,3,12764000.0,6944.504896626769
Plot  Area,Ready To Move,Rt Nagar,2 Bedroom,1209.0,3.0,1.0,73.66,2,7366000.0,6092.6385442514475
Super built-up  Area,Ready To Move,Kr Puram,1 BHK,570.6360000000001,1.0,1.0,28.23,1,2823000.0,4947.111643850019
Plot  Area,19-Mar,Yeshwanthpur,2 BHK,1416.0,2.0,1.0,94.87,2,9487000.0,6699.858757062147
Super built-up  Area,18-Jun,Kr Puram,2 BHK,1177.94,2.0,0.0,58.81,2,5881000.0,4992.6142248331835
Super built-up  Area,18-Nov,Akshaya Nagar Extension,3 Bedroom,1434.0,4.0,1.0,61.0,3,6100000.0,4253.835425383542
Super built-up  Area,Ready To Move,Hebbal,2 Bedroom,1212.0,3.0,3.0,92.1,2,9210000.0,7599.009900990099
Super built-up  Area,19-May,Malleshwaram,5 BHK,2583.0,5.0,1.0,257.47,5,25747000.000000004,9967.86682152536
Super built-up  Area,Ready To Move,Kr Puram,3 BHK,2009.0,3.0,0.0,97.41,3,9741000.0,4848.68093578895
Super built-up  Area,19-May,Jayanagar,2 BHK,1272.17,2.0,0.0,117.81,2,11781000.0,9260.55480006603
Carpet  Area,Ready To Move,Yelahanka,2 BHK,753.84,2.0,2.0,39.38,2,3938000.0000000005,5223.920195266901
Super built-up  Area,19-Mar,Hsr Layout,5 Bedroom,3404.0,5.0,1.0,242.48,5,24248000.0,7123.3842538190365
Built-up  Area,19-Mar,Hsr Layout,4 Bedroom,2178.0,4.0,1.0,156.89,4,15688999.999999998,7203.39761248852
Built-up  Area,Ready To Move,Varthur,2 BHK,1259.79,2.0,2.0,56.97,2,5697000.0,4522.182268473317
Super built-up  Area,19-Mar,Haralur Road Block,1 Bedroom,694.0,1.0,2.0,64.36,1,6436000.0,9273.775216138329
Super built-up  Area,Ready To Move,Basavanagudi,2 BHK,1146.0,2.0,2.0,109.14,2,10914000.0,9523.560209424084
Built-up  Area,Ready To Move,Chandapura Stage 2,2 Bedroom,1216.0,2.0,3.0,124.65,2,12465000.0,10250.822368421053
Built-up  Area,Ready To Move,Other,2 BHK,1089.5,2.0,2.0,53.93,2,5393000.0,4949.977053694355
Built-up  Area,Ready To Move,Hsr Layout,1 BHK,502.0,1.0,1.0,42.45,1,4245000.0,8456.175298804781
Super built-up  Area,Ready To Move,Hennur,2 BHK,1218.0,2.0,1.0,61.08,2,6108000.0,5014.778325123153
Carpet  Area,Ready To Move,Horamavu Extension,3 Bedroom,2211.0,2.0,3.0,150.08,3,15008000.000000002,6787.878787878789
Plot  Area,Ready To Move,Electronic City,3 BHK,1281.0,2.0,2.0,57.59,3,5759000.0,4495.706479313037
Super built-up  Area,19-May,Whitefield,3 Bedroom,2049.6,3.0,0.0,126.54,3,12654000.0,6173.887587822014
Built-up  Area,Ready To Move,Electronic City,4 BHK,2421.0,5.0,0.0,101.3,4,10130000.0,4184.2213961173065
Super built-up  Area,Ready To Move,Varthur,2 BHK,1463.0,2.0,1.0,73.37,2,7337000.0,5015.037593984963
Super built-up  Area,Ready To Move,Kengeri,2 Bedroom,1099.89,1.0,2.0,39.52,2,3952000.0000000005,3593.0865813854116
Super built-up  Area,19-Aug,Jayanagar,3 BHK,1666.5746370000002,3.0,2.0,152.19,3,15219000.0,9131.904243662144
Super built-up  Area,Ready To Move,Mahadevapura Nagar,3 BHK,2040.0,4.0,1.0,100.56,3,10056000.0,4929.411764705882
Super built-up  Area,18-Dec,Marathahalli,2 Bedroom,1373.5,2.0,3.0,83.73,2,8373000.0,6096.104841645431
Built-up  Area,Ready To Move,Hennur,3 Bedroom,1842.0,3.0,2.0,105.62,3,10562000.0,5733.984799131379
Built-up  Area,Ready To Move,Other,3 BHK,1814.61,3.0,2.0,137.62,3,13762000.0,7583.998765574973
Plot  Area,Ready To Move,Uttarahalli,5 Bedroom,3247.16,5.0,3.0,144.83,5,14483000.000000002,4460.2052254893515
Built-up  Area,Ready To Move,Bellandur,3 Bedroom,1477.0,2.0,1.0,94.9,3,9490000.0,6425.186188219363
Super built-up  Area,Ready To Move,Marathahalli,5 Bedroom,2847.2,5.0,2.0,162.59,5,16259000.0,5710.522618713122
Plot  Area,Ready To Move,Yeshwanthpur,3 BHK,1557.0,3.0,0.0,104.18,3,10418000.0,6691.072575465639
Plot  Area,18-Nov,Malleshwaram,2 Bedroom,1231.0,3.0,0.0,113.81,2,11381000.0,9245.329000812348
Carpet  Area,Ready To Move,Pattandur Agrahara Colony,2 BHK,985.5450000000001,1.0,2.0,60.9,2,6090000.0,6179.3221009695135
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1563.0,3.0,1.0,65.66,3,6566000.0,4200.895713371721
Plot  Area,Ready To Move,Vijayanagar,2 BHK,1027.629533,2.0,2.0,54.11,2,5411000.0,5265.516245142791
Built-up  Area,Ready To Move,Whitefield,3 BHK,2017.0,3.0,1.0,141.28,3,14128000.0,7004.46207238473
Super built-up  Area,18-Dec,Vijayanagar,1 BHK,707.0,1.0,3.0,39.5,1,3950000.0,5586.987270155587
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,798.5,3.0,3.0,47.99,2,4799000.0,6010.018785222292
Built-up  Area,Ready To Move,Kengeri,2 BHK,1193.0,2.0,1.0,53.55,2,5355000.0,4488.683989941324
Carpet  Area,Ready To Move,Uttarahalli,1 BHK,414.0,1.0,2.0,20.01,1,2001000.0000000002,4833.333333333334
Super built-up  Area,Ready To Move,Nallurhalli Nagar,3 BHK,1881.7920000000001,3.0,1.0,67.84,3,6784000.0,3605.074312145019
Built-up  Area,Ready To Move,Marathahalli,4 BHK,2527.0,5.0,3.0,170.13,4,17013000.0,6732.489117530668
Built-up  Area,Ready To Move,Btm Layout,3 BHK,1759.0,3.0,2.0,101.77,3,10177000.0,5785.673678226265
Plot  Area,Ready To Move,Electronic City,2 BHK,1308.0,2.0,3.0,60.73,2,6073000.0,4642.966360856269
Built-up  Area,Ready To Move,Varthur,2 BHK,886.06,1.0,1.0,40.64,2,4064000.0,4586.596844457486
Built-up  Area,19-May,Marathahalli,6 BHK,3450.0,6.0,2.0,187.28,6,18728000.0,5428.405797101449
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,2858.66,5.0,1.0,243.27,4,24327000.0,8509.931226518718
Super built-up  Area,Ready To Move,Sonnenahalli Stage 2,2 BHK,1396.0,3.0,3.0,142.07,2,14207000.0,10176.934097421203
Super built-up  Area,Ready To Move,Vijayanagar,5 Bedroom,3245.21,5.0,3.0,206.17,5,20617000.0,6353.055734451699
Plot  Area,Ready To Move,Electronic City,2 BHK,1328.58,2.0,2.0,56.5,2,5650000.0,4252.660735522137
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,1118.5,1.0,1.0,80.88,2,8088000.0,7231.113097898972
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1713.0,4.0,1.0,166.0,3,16600000.0,9690.601284296556
Built-up  Area,Ready To Move,Jayanagar,2 Bedroom,1234.28,2.0,3.0,108.61,2,10861000.0,8799.462034546457
Super built-up  Area,19-Mar,Hennur,2 BHK,1277.0,2.0,1.0,74.83,2,7483000.0,5859.8277212216135
Built-up  Area,Ready To Move,Domlur,2 BHK,1235.0,1.0,2.0,120.88,2,12088000.0,9787.854251012146
Carpet  Area,18-Dec,Kr Puram,4 BHK,2435.0,3.0,2.0,108.69,4,10869000.0,4463.655030800822
Super built-up  Area,Ready To Move,Hsr Layout,2 BHK,1332.0,2.0,1.0,99.39,2,9939000.0,7461.711711711711
Carpet  Area,Ready To Move,Hennur,2 BHK,1009.26,2.0,3.0,59.79,2,5979000.0,5924.142440996374
Plot  Area,Ready To Move,Yelenahalli Extension,4 BHK,2960.0,4.0,1.0,134.11,4,13411000.000000002,4530.743243243244
Built-up  Area,18-Nov,Malleshwaram,5 BHK,2963.5,5.0,1.0,248.65,5,24865000.0,8390.416736966425
Super built-up  Area,19-May,Dodballapur Road Phase 1,3 BHK,1899.0,3.0,2.0,78.45,3,7845000.0,4131.121642969984
Super built-up  Area,Ready To Move,Domlur,2 BHK,1432.23,1.0,0.0,156.26,2,15626000.0,10910.258827143685
Super built-up  Area,Ready To Move,Kr Puram,2 BHK,886.21,1.0,1.0,40.69,2,4069000.0,4591.462520170163
Plot  Area,Ready To Move,Kengeri,3 BHK,2156.0,2.0,0.0,82.9,3,8290000.000000001,3845.083487940631
Super built-up  Area,Ready To Move,Yelenahalli Layout,1 BHK,609.84,1.0,1.0,34.12,1,3411999.9999999995,5594.910140364685
Super built-up  Area,18-Nov,Jp Nagar,3 BHK,1489.5,3.0,2.0,101.46,3,10146000.0,6811.681772406848
Super built-up  Area,Ready To Move,Bellandur,3 Bedroom,1498.46,3.0,2.0,95.43,3,9543000.0,6368.538366055817
Carpet  Area,Ready To Move,Kr Puram,3 BHK,1990.57,2.0,0.0,106.5,3,10650000.0,5350.2263170850565
Plot  Area,Ready To Move,Yelahanka,4 BHK,2360.99,4.0,3.0,115.27,4,11527000.0,4882.273961346724
Carpet  Area,18-Nov,Malleshwaram,3 BHK,1738.99,3.0,1.0,175.95,3,17595000.0,10117.942023818423
Super built-up  Area,18-Nov,Bellandur,3 Bedroom,1578.0,4.0,3.0,100.7,3,10070000.0,6381.495564005069
Built-up  Area,Ready To Move,Kr Puram,3 BHK,1767.0,3.0,3.0,70.99,3,7098999.999999999,4017.543859649122
Super built-up  Area,Ready To Move,Jayanagar,2 BHK,1263.15,2.0,0.0,110.37,2,11037000.0,8737.679610497566
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1292.0,2.0,2.0,55.12,3,5512000.0,4266.25386996904
Super built-up  Area,Ready To Move,Cv Raman Nagar,3 BHK,1620.0,3.0,2.0,107.31,3,10731000.0,6624.074074074074
Built-up  Area,Ready To Move,Whitefield,1 BHK,638.0,1.0,2.0,36.5,1,3650000.0,5721.003134796239
Plot  Area,Ready To Move,Sarjapur Road,4 BHK,2852.0,4.0,0.0,187.88,4,18788000.0,6587.65778401122
Super built-up  Area,Ready To Move,Basavanagudi,2 BHK,1235.0,2.0,1.0,127.48,2,12748000.0,10322.267206477733
Super built-up  Area,Ready To Move,Vijayanagar,4 BHK,2813.42,4.0,3.0,167.38,4,16738000.0,5949.3427927575685
Super built-up  Area,Ready To Move,Whitefield Hope Farm Extension,3 BHK,1611.0,3.0,1.0,80.82,3,8081999.999999999,5016.7597765363125
Super built-up  Area,Ready To Move,Kaggadasapura Phase 2,2 BHK,888.9,2.0,0.0,38.01,2,3801000.0,4276.071549105636
Plot  Area,Ready To Move,Vidyaranyapura Extension,2 Bedroom,1118.0,2.0,1.0,67.75,2,6775000.0,6059.928443649374
Super built-up  Area,19-Mar,Domlur,2 BHK,1266.0,3.0,0.0,147.61,2,14761000.000000002,11659.557661927332
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1084.0,2.0,2.0,111.37,2,11137000.0,10273.985239852398
Built-up  Area,18-Nov,Bellandur,3 BHK,2160.0,4.0,2.0,140.67,3,14066999.999999998,6512.499999999999
Built-up  Area,18-Jun,Electronic City,6 Bedroom,4214.6,5.0,1.0,185.45,6,18545000.0,4400.180325535044
Super built-up  Area,Ready To Move,Yelenahalli Layout,1 BHK,537.0,1.0,0.0,29.97,1,2997000.0,5581.005586592179
Built-up  Area,Ready To Move,Hebbal,3 BHK,1670.56,3.0,2.0,117.24,3,11724000.0,7018.005938128532
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1565.0,3.0,3.0,133.87,3,13387000.0,8553.993610223642
Super built-up  Area,Ready To Move,Ambalipura Phase 2,2 BHK,1075.0,2.0,0.0,124.5,2,12450000.0,11581.39534883721
Super built-up  Area,19-Mar,Sarjapur Stage 2,6 BHK,4092.5,5.0,0.0,251.2,6,25120000.0,6138.057422113622
Super built-up  Area,Ready To Move,Thanisandra Phase 1,2 Bedroom,1212.0,2.0,1.0,46.3,2,4630000.0,3820.13201320132
Super built-up  Area,19-Aug,Basavanagudi,2 Bedroom,1278.5,2.0,2.0,123.83,2,12383000.0,9685.569026202582
Plot  Area,Ready To Move,Dodballapur Road Phase 1,2 Bedroom,1356.0,2.0,1.0,56.11,2,5611000.0,4137.905604719764
Super built-up  Area,18-Dec,Old Airport Road Colony,2 BHK,1280.0,2.0,2.0,91.2,2,9120000.0,7125.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1502.77,3.0,2.0,75.19,3,7519000.0,5003.427004797807
Carpet  Area,Ready To Move,Jp Nagar,2 BHK,1311.0,3.0,1.0,88.82,2,8882000.0,6774.980930587338
Super built-up  Area,Ready To Move,Hsr Layout,2 BHK,958.0,2.0,2.0,80.27,2,8027000.0,8378.914405010439
Super built-up  Area,Ready To Move,Kaggadasapura Block,2 BHK,757.0,1.0,1.0,52.04,2,5204000.0,6874.504623513871
Super built-up  Area,Ready To Move,Thanisandra Phase 1,4 BHK,2631.0,3.0,3.0,101.48,4,10148000.0,3857.088559483086
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,1010.0,1.0,0.0,65.02,2,6502000.0,6437.623762376237
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,1835.0,3.0,0.0,108.54,3,10854000.0,5914.986376021799
Plot  Area,Ready To Move,Ramamurthy Nagar Stage 2,3 BHK,1592.0,3.0,0.0,141.15,3,14115000.0,8866.206030150754
Plot  Area,Ready To Move,Sarjapur Road,5 BHK,2550.721383,4.0,2.0,152.94,5,15294000.0,5995.950832549241
Super built-up  Area,Ready To Move,Btm Layout,2 Bedroom,1182.0914979999998,3.0,1.0,83.8,2,8380000.0,7089.129745183229
Super built-up  Area,18-Jun,Hennur,1 Bedroom,498.0,1.0,0.0,29.24,1,2924000.0,5871.4859437751
Super built-up  Area,19-May,Sarjapur Road,3 BHK,1582.0,3.0,1.0,95.37,3,9537000.0,6028.4450063211125
Super built-up  Area,Ready To Move,Cv Raman Nagar,4 BHK,1981.0,4.0,1.0,132.46,4,13246000.0,6686.521958606764
Super built-up  Area,19-Aug,Marathahalli,1 Bedroom,705.0,1.0,0.0,40.27,1,4027000.0000000005,5712.056737588653
Super built-up  Area,Ready To Move,Hsr Layout,4 Bedroom,2399.0,4.0,1.0,198.06,4,19806000.0,8255.939974989578
Built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1429.05,3.0,2.0,61.67,3,6167000.0,4315.454322801862
Plot  Area,18-Nov,Jp Nagar,2 Bedroom,1252.0,1.0,0.0,91.93,2,9193000.0,7342.651757188499
Super built-up  Area,Ready To Move,Kr Puram,2 BHK,1448.0,2.0,0.0,75.06,2,7506000.0,5183.701657458563
Built-up  Area,19-Mar,Kalyan Nagar Phase 1,1 BHK,585.0,1.0,1.0,58.7,1,5870000.0,10034.188034188035
Built-up  Area,Ready To Move,Koramangala,2 Bedroom,1233.0,1.0,2.0,138.22,2,13822000.0,11210.056772100568
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1062.88,3.0,1.0,111.73,2,11173000.0,10512.0051181695
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,1196.0,2.0,0.0,126.66,2,12666000.0,10590.30100334448
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1067.25,1.0,2.0,73.21,2,7320999.999999999,6859.686109159053
Built-up  Area,Ready To Move,Kr Puram,2 Bedroom,848.0,1.0,2.0,34.53,2,3453000.0,4071.933962264151
Super built-up  Area,Ready To Move,Harlur Nagar,3 Bedroom,1383.0,2.0,0.0,130.89,3,13088999.999999998,9464.208242950108
Built-up  Area,Ready To Move,Indiranagar,2 BHK,1020.9375,2.0,1.0,95.83,2,9583000.0,9386.47076828895
Built-up  Area,18-Dec,Sarjapur Enclave,2 BHK,1255.0,1.0,0.0,48.15,2,4815000.0,3836.6533864541834
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1027.0,3.0,2.0,40.84,2,4084000.0000000005,3976.6309639727365
Super built-up  Area,18-Jun,Bellandur,3 BHK,2032.46,4.0,1.0,124.43,3,12443000.0,6122.137705047086
Built-up  Area,Ready To Move,Kr Puram,1 BHK,663.0,1.0,2.0,28.47,1,2847000.0,4294.117647058823
Plot  Area,Ready To Move,Bellandur,2 BHK,1118.0,2.0,2.0,58.57,2,5857000.0,5238.8193202146695
Super built-up  Area,Ready To Move,Singasandra Nagar,2 Bedroom,1156.0,2.0,0.0,103.53,2,10353000.0,8955.882352941177
Plot  Area,Ready To Move,Uttarahalli,2 BHK,1335.0,1.0,0.0,65.72,2,6572000.0,4922.846441947566
Built-up  Area,18-Jun,Indiranagar,1 Bedroom,370.0,2.0,2.0,39.09,1,3909000.0000000005,10564.864864864867
Super built-up  Area,Ready To Move,Koramangala,4 BHK,2372.54,5.0,0.0,263.66,4,26366000.000000004,11112.984396469608
Built-up  Area,Ready To Move,Kr Puram,2 BHK,1176.1200000000001,1.0,3.0,50.77,2,5077000.0,4316.736387443458
Super built-up  Area,Ready To Move,Dodballapur Road Phase 2,2 BHK,1078.11,3.0,3.0,111.92,2,11192000.0,10381.12994035859
Super built-up  Area,19-Mar,Singasandra Nagar,4 BHK,2127.5,4.0,1.0,186.0,4,18600000.0,8742.655699177438
Built-up  Area,18-Dec,Hsr Layout,3 BHK,2216.0,3.0,0.0,169.53,3,16953000.0,7650.270758122743
Built-up  Area,Ready To Move,Rt Nagar,3 Bedroom,1674.0,2.0,3.0,111.15,3,11115000.0,6639.784946236559
Super built-up  Area,Ready To Move,Jalahalli Block,2 BHK,844.5,2.0,1.0,55.16,2,5516000.0,6531.675547661338
Carpet  Area,Ready To Move,Dodballapur Road Gardens,2 BHK,914.76,1.0,2.0,57.55,2,5755000.0,6291.267654904019
Built-up  Area,Ready To Move,Koramangala,3 BHK,2017.0,4.0,2.0,255.92,3,25592000.0,12688.15071888944
Super built-up  Area,Ready To Move,Chandapura Extension,5 BHK,2398.0,5.0,2.0,224.64,5,22464000.0,9367.806505421184
Super built-up  Area,Ready To Move,Koramangala,2 Bedroom,993.168,2.0,3.0,142.23,2,14222999.999999998,14320.839978734713
Super built-up  Area,Ready To Move,Nagarbhavi Colony,4 BHK,1839.0,4.0,1.0,85.73,4,8573000.0,4661.772702555737
Super built-up  Area,Ready To Move,Jayanagar,3 BHK,1905.75,2.0,0.0,175.52,3,17552000.0,9210.022300931392
Built-up  Area,Ready To Move,Pattandur Agrahara Phase 2,3 BHK,1971.0900000000001,4.0,0.0,90.49,3,9049000.0,4590.860894226037
Built-up  Area,Ready To Move,Banashankari,1 Bedroom,556.58,2.0,2.0,37.42,1,3742000.0,6723.202414747206
Super built-up  Area,19-Aug,Kanakapura Road,3 BHK,1477.0,4.0,1.0,72.17,3,7217000.0,4886.255924170616
Super built-up  Area,18-Jun,Yelenahalli Township,6 BHK,3872.0,7.0,1.0,134.01,6,13401000.0,3461.0020661157023
Super built-up  Area,Ready To Move,Basavanagudi,4 BHK,2812.0,4.0,2.0,210.9,4,21090000.0,7500.0
Super built-up  Area,Ready To Move,Varthur,1 Bedroom,327.0,1.0,3.0,15.56,1,1556000.0,4758.409785932722
Carpet  Area,19-May,Whitefield Hope Farm Enclave,3 BHK,1271.952,4.0,0.0,68.98,3,6898000.0,5423.160622413425
Super built-up  Area,Ready To Move,Indiranagar,2 Bedroom,830.0,2.0,1.0,96.87,2,9687000.0,11671.084337349397
Built-up  Area,19-May,Rt Nagar,1 BHK,694.0,2.0,1.0,38.86,1,3886000.0,5599.423631123919
Carpet  Area,Ready To Move,Uttarahalli,2 BHK,907.0,2.0,3.0,41.47,2,4147000.0,4572.216097023153
Super built-up  Area,18-Dec,Electronic City,3 Bedroom,1944.0,3.0,1.0,83.14,3,8314000.0,4276.748971193416
Super built-up  Area,19-Mar,Bannerghatta Road,3 BHK,1797.0,4.0,2.0,93.89,3,9389000.0,5224.819143016138
Super built-up  Area,Ready To Move,Horamavu Nagar,3 BHK,1866.0,3.0,1.0,78.94,3,7894000.0,4230.439442658092
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,2806.5,4.0,0.0,110.34,4,11034000.0,3931.587386424372
Super built-up  Area,19-Aug,Indiranagar,1 Bedroom,472.5,2.0,3.0,52.57,1,5257000.0,11125.925925925925
Plot  Area,Ready To Move,Domlur,2 BHK,941.88,2.0,1.0,95.62,2,9562000.0,10152.036352826262
Super built-up  Area,18-Dec,Domlur,3 BHK,1925.73,3.0,2.0,209.72,3,20972000.0,10890.415582662159
Plot  Area,Ready To Move,Bannerghatta Road,1 BHK,762.55,1.0,1.0,34.52,1,3452000.0000000005,4526.91626778572
Super built-up  Area,Ready To Move,Attibele Phase 2,4 BHK,2291.0,4.0,2.0,230.81,4,23081000.0,10074.639895242251
Super built-up  Area,Ready To Move,Hennur,2 Bedroom,1002.0,2.0,1.0,62.95,2,6295000.0,6282.435129740519
Super built-up  Area,Ready To Move,Other,2 BHK,1297.19,2.0,0.0,116.45,2,11645000.0,8977.096647368542
Built-up  Area,Ready To Move,Anekal Phase 1,3 Bedroom,1311.0,3.0,3.0,141.07,3,14107000.0,10760.488176964149
Super built-up  Area,Ready To Move,Horamavu Block,1 Bedroom,622.0,1.0,2.0,66.46,1,6645999.999999999,10684.887459807072
Super built-up  Area,18-Jun,Sonnenahalli Stage 2,5 BHK,2550.0,5.0,2.0,239.38,5,23938000.0,9387.450980392157
Super built-up  Area,Ready To Move,Varthur,4 BHK,2692.0,3.0,2.0,125.2,4,12520000.0,4650.817236255572
Super built-up  Area,Ready To Move,Rt Nagar,2 Bedroom,903.37,2.0,1.0,58.3,2,5830000.0,6453.6125839910555
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652.0,4.0,3.0,64.83,3,6483000.0,3924.3341404358353
Super built-up  Area,Ready To Move,Nallurhalli Nagar,2 BHK,1150.17,2.0,2.0,48.06,2,4806000.0,4178.512741594721
Built-up  Area,19-Mar,Akshaya Nagar Extension,1 BHK,757.5,1.0,1.0,36.91,1,3690999.9999999995,4872.607260726072
Super built-up  Area,18-Dec,Whitefield,1 Bedroom,661.0,1.0,2.0,37.22,1,3722000.0,5630.862329803328
Carpet  Area,18-Dec,Koramangala,1 Bedroom,576.5,1.0,0.0,74.29,1,7429000.000000001,12886.38334778838
Carpet  Area,Ready To Move,Gunjur Colony,2 BHK,1017.0,2.0,1.0,48.66,2,4866000.0,4784.660766961652
Built-up  Area,Ready To Move,Hsr Layout,2 BHK,1153.0,3.0,0.0,93.56,2,9356000.0,8114.48395490026
Carpet  Area,19-May,Jp Nagar,1 BHK,648.0,1.0,1.0,51.23,1,5123000.0,7905.864197530864
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1115.0,2.0,3.0,72.79,2,7279000.000000001,6528.251121076234
Plot  Area,19-Aug,Yeshwanthpur,3 Bedroom,1503.0,4.0,0.0,117.11,3,11711000.0,7791.749833666001
Carpet  Area,Ready To Move,Ramamurthy Nagar Cross,3 Bedroom,1735.5,4.0,2.0,118.66,3,11866000.0,6837.222702391242
Plot  Area,Ready To Move,Jp Nagar,2 BHK,1232.31,2.0,2.0,79.98,2,7998000.0,6490.250018258393
Super built-up  Area,Ready To Move,Sonnenahalli Block,3 BHK,1389.06,2.0,1.0,102.06,3,10206000.0,7347.414798496826
Super built-up  Area,Ready To Move,Kr Puram,2 Bedroom,1246.0,1.0,1.0,52.25,2,5225000.0,4193.418940609952
